NODE,0.758893,999,66786.840000,8056482771,36013,126,0
NODE,0.758893,999,67328.320000,7617025301,36040,161,0
NODE,0.758893,999,67838.300000,7515385127,36012,72,0
NODE,0.758893,999,68154.440000,7541454305,36011,121,0
NODE,0.758893,999,68618.560000,7520842243,36010,6,0
NODE,0.758893,999,68810.440000,7910919965,36014,74,0
NODE,0.758893,999,69083.080000,7340622942,36029,157,0
NODE,0.758893,999,69178.900000,7773829991,36093,81,0
NODE,0.758893,999,69542.390000,8269198845,36004,3,0
NODE,0.758893,999,69701.390000,7108652333,36094,51,0
NODE,0.758893,999,70086.410000,7699104823,36016,124,0
NODE,0.758893,999,70449.360000,7134866530,36147,61,0
NODE,0.758893,999,70696.390000,8280811051,36007,9,0
NODE,0.758893,999,70913.210000,7871211772,36034,125,0
NODE,0.758893,999,70736.950000,7980924664,36008,11,0
NODE,0.758893,999,70993.730000,7522334360,36041,63,0
NODE,0.758893,999,71823.530000,7947995787,36112,40,0
NODE,0.758893,999,71976.800000,7888161067,36095,151,0
NODE,0.758893,999,72145.210000,8420170191,36049,120,0
NODE,0.758893,999,72332.230000,7718390458,36099,22,0
NODE,0.758893,999,72336.960000,8354364121,36006,8,0
NODE,0.758893,999,72752.640000,8236330862,36118,105,0
NODE,0.758893,999,72803.070000,8536783327,36159,71,0
NODE,0.758893,999,72822.130000,7275639380,36098,25,0
NODE,0.758893,999,72998.880000,8386517151,36053,149,0
NODE,0.758893,999,73007.770000,7916753890,36050,55,0
NODE,0.758893,999,73307.920000,8037629696,36114,131,0
NODE,0.758893,999,73350.530000,7674322421,36107,176,0
NODE,0.758893,999,73407.270000,7716501465,36108,164,0
NODE,0.758893,999,73610.090000,8276291947,36015,75,0
NODE,0.758893,999,73673.530000,7654978892,36161,165,0
NODE,0.758893,999,73446.650000,8497005000,36009,10,0
NODE,0.758893,999,73823.550000,8082482415,36101,130,0
NODE,0.758893,999,73925.780000,7688457323,36124,166,0
NODE,0.758893,999,73933.740000,8237291659,36125,28,0
NODE,0.758893,999,74006.250000,8255276144,36111,69,0
NODE,0.758893,999,73959.150000,8449801388,36019,36,0
NODE,0.758893,999,74010.270000,7593549651,36072,37,0
NODE,0.758893,999,74150.460000,8177470608,36117,110,0
NODE,0.758893,999,74162.750000,7497475343,36148,138,0
NODE,0.758893,999,74181.680000,8298631711,36172,34,0
NODE,0.758893,999,74222.750000,8353979462,36025,85,0
NODE,0.758893,999,74224.340000,7454130914,36149,162,0
NODE,0.758893,999,74443.230000,8010896701,36140,145,0
NODE,0.758893,999,74432.670000,9026784381,36000,1,0
NODE,0.758893,999,74680.090000,7840566955,36102,92,0
NODE,0.758893,999,74742.190000,8300779922,36047,42,0
NODE,0.758893,999,74764.050000,7939498298,36003,5,0
NODE,0.758893,999,74847.010000,7878136676,36154,95,0
NODE,0.758893,999,74927.690000,8351963011,36113,31,0
NODE,0.758893,999,75212.740000,8560217173,36097,68,0
NODE,0.758893,999,75302.510000,8481189999,36001,2,0
NODE,0.758893,999,75424.660000,8760764076,36039,135,0
NODE,0.758893,999,75610.520000,8036157242,36119,82,0
NODE,0.758893,999,75648.970000,8052886406,36033,53,0
NODE,0.758893,999,75678.700000,7850920485,36104,102,0
NODE,0.758893,999,75763.660000,8231030814,36058,16,0
NODE,0.758893,999,75839.190000,8585869564,36160,142,0
NODE,0.758893,999,75854.650000,8162605603,36103,116,0
NODE,0.758893,999,76086.070000,7869294686,36002,4,0
NODE,0.758893,999,76051.020000,8649078240,36046,84,0
NODE,0.758893,999,76231.020000,8329027935,36017,60,0
NODE,0.758893,999,76518.450000,8529265763,36071,50,0
NODE,0.758893,999,76542.740000,8726157387,36165,23,0
NODE,0.758893,999,76561.900000,8729151379,36035,77,0
NODE,0.758893,999,76645.370000,8768720716,36051,134,0
NODE,0.758893,999,76675.640000,8404725292,36091,159,0
