NODE,0.758893,999,49198.630000,7783408283,10797,154,0
NODE,0.758893,999,52216.940000,7432169246,10882,202,0
NODE,0.758893,999,52349.790000,7730859113,10865,137,0
NODE,0.758893,999,52439.380000,7873041812,10886,32,0
NODE,0.758893,999,53196.460000,7121089288,10759,172,0
NODE,0.758893,999,53668.390000,7902222669,10925,217,0
NODE,0.758893,999,53894.100000,8345725715,10864,165,0
NODE,0.758893,999,53943.980000,7507096732,10881,201,0
NODE,0.758893,999,53965.690000,7424594720,10920,208,0
NODE,0.758893,999,54110.210000,8051631136,10877,51,0
NODE,0.758893,999,54141.950000,7706287262,10885,53,0
NODE,0.758893,999,54143.670000,8093877237,10918,74,0
NODE,0.758893,999,54225.150000,7764841666,10835,30,0
NODE,0.758893,999,54317.460000,7205505800,10880,90,0
NODE,0.758893,999,54397.640000,8000016285,10831,31,0
NODE,0.758893,999,54439.710000,8161781808,10751,27,0
NODE,0.758893,999,54861.500000,7704766857,10858,119,0
NODE,0.758893,999,55059.860000,7901931736,10740,12,0
NODE,0.758893,999,55086.050000,8469609851,10907,71,0
NODE,0.758893,999,55161.220000,8598668008,10802,123,0
NODE,0.758893,999,55334.700000,7986273682,10824,29,0
NODE,0.758893,999,55371.510000,7327474308,10932,80,0
NODE,0.758893,999,55453.120000,8011962725,10943,214,0
NODE,0.758893,999,55496.980000,7864447014,10823,84,0
NODE,0.758893,999,55500.760000,7895898890,10883,48,0
NODE,0.758893,999,55575.290000,8038687280,10847,96,0
NODE,0.758893,999,55660.060000,8037672858,10768,161,0
NODE,0.758893,999,55848.950000,7810649230,10755,22,0
NODE,0.758893,999,55948.460000,9359763396,10798,102,0
NODE,0.758893,999,56181.240000,8656303593,10862,135,0
NODE,0.758893,999,56275.660000,8709400717,10816,126,0
NODE,0.758893,999,56281.560000,8451463141,10846,37,0
NODE,0.758893,999,56325.790000,8387552775,10917,79,0
NODE,0.758893,999,56382.820000,8118909844,10765,133,0
NODE,0.758893,999,56443.850000,8747095861,10926,206,0
NODE,0.758893,999,56463.380000,8530872984,10842,95,0
NODE,0.758893,999,56487.300000,8824851041,10860,110,0
NODE,0.758893,999,56492.120000,8066865843,10758,146,0
NODE,0.758893,999,56504.080000,7602297674,10743,16,0
NODE,0.758893,999,56505.840000,7945059263,10773,87,0
NODE,0.758893,999,56554.960000,7883099463,10857,41,0
NODE,0.758893,999,56567.930000,8416767224,10923,213,0
NODE,0.758893,999,56606.120000,9169448509,10805,184,0
NODE,0.758893,999,56619.000000,7801837948,10762,131,0
NODE,0.758893,999,56679.390000,9070824361,10919,210,0
NODE,0.758893,999,56690.850000,7953610899,10826,152,0
NODE,0.758893,999,56692.320000,8646089687,10915,67,0
NODE,0.758893,999,56741.090000,8646190423,10878,112,0
NODE,0.758893,999,56765.490000,8215337588,10849,39,0
NODE,0.758893,999,56945.590000,7930289242,10936,151,0
NODE,0.758893,999,56971.500000,8578881867,10871,46,0
NODE,0.758893,999,56975.940000,8049811051,10933,75,0
NODE,0.758893,999,57011.140000,9029346138,10876,104,0
NODE,0.758893,999,57244.400000,8345282099,10742,15,0
NODE,0.758893,999,57264.880000,8039545464,10947,195,0
NODE,0.758893,999,57269.090000,8548019500,10800,180,0
NODE,0.758893,999,57319.930000,8775657184,10891,190,0
NODE,0.758893,999,57322.750000,8595552891,10737,9,0
NODE,0.758893,999,57361.270000,8636385060,10867,111,0
NODE,0.758893,999,57405.910000,8036126255,10748,24,0
NODE,0.758893,999,57483.020000,7826755010,10929,216,0
NODE,0.758893,999,57575.510000,8407056927,10950,222,0
NODE,0.758893,999,57679.780000,8551560370,10763,155,0
NODE,0.758893,999,57673.140000,8140978478,10930,218,0
NODE,0.758893,999,57709.530000,9047787743,10889,197,0
NODE,0.758893,999,57714.870000,9248450640,10875,50,0
NODE,0.758893,999,57738.490000,8420901065,10887,188,0
NODE,0.758893,999,57755.400000,8710840674,10869,158,0
NODE,0.758893,999,57783.440000,8694442056,10832,132,0
NODE,0.758893,999,57833.610000,8368470026,10733,5,0
NODE,0.758893,999,57926.970000,8752658993,10893,38,0
NODE,0.758893,999,57938.330000,8259877372,10747,20,0
NODE,0.758893,999,58032.280000,8140831803,10856,166,0
NODE,0.758893,999,58054.760000,8934906341,10870,45,0
NODE,0.758893,999,58072.760000,8855210616,10906,59,0
NODE,0.758893,999,58102.690000,8627674153,10921,223,0
NODE,0.758893,999,58125.080000,8717186088,10766,109,0
NODE,0.758893,999,58253.760000,8576435303,10848,192,0
NODE,0.758893,999,58292.070000,8811761527,10821,174,0
NODE,0.758893,999,58336.250000,9135784241,10807,160,0
NODE,0.758893,999,58356.280000,8454876962,10852,113,0
NODE,0.758893,999,58397.040000,8855796979,10905,61,0
NODE,0.758893,999,58411.140000,8760735518,10753,21,0
NODE,0.758893,999,58436.000000,8751250557,10912,83,0
NODE,0.758893,999,58474.420000,8417917566,10941,205,0
NODE,0.758893,999,58471.550000,8802295378,10922,196,0
NODE,0.758893,999,58510.070000,8661003016,10913,82,0
NODE,0.758893,999,58552.710000,8069584855,10745,18,0
NODE,0.758893,999,58583.930000,8978901217,10924,220,0
NODE,0.758893,999,58681.850000,8881969653,10810,162,0
NODE,0.758893,999,58693.980000,8504200603,10754,2,0
NODE,0.758893,999,58739.460000,8573487531,10809,106,0
NODE,0.758893,999,58749.710000,9186543627,10782,145,0
NODE,0.758893,999,58838.100000,8472522680,10901,76,0
NODE,0.758893,999,58868.980000,8434451185,10879,34,0
NODE,0.758893,999,58903.950000,8263130508,10736,8,0
NODE,0.758893,999,59035.910000,8605131792,10738,10,0
NODE,0.758893,999,59137.630000,9153422836,10855,108,0
NODE,0.758893,999,59193.810000,8263871848,10843,36,0
NODE,0.758893,999,59205.760000,8925343289,10830,88,0
NODE,0.758893,999,59230.910000,8099957685,10931,77,0
NODE,0.758893,999,59275.300000,8534533599,10749,25,0
NODE,0.758893,999,59357.880000,9358361501,10815,125,0
NODE,0.758893,999,59425.180000,9200980748,10778,170,0
NODE,0.758893,999,59500.600000,8348725630,10946,92,0
NODE,0.758893,999,59535.450000,9544020732,10888,204,0
NODE,0.758893,999,59555.210000,8524213474,10746,19,0
NODE,0.758893,999,59607.990000,8767521545,10819,28,0
NODE,0.758893,999,59662.670000,8776909859,10895,194,0
NODE,0.758893,999,59715.990000,8722385610,10952,212,0
NODE,0.758893,999,59724.700000,9221743294,10863,43,0
NODE,0.758893,999,59759.880000,8980740347,10828,129,0
NODE,0.758893,999,59763.210000,8847054533,10760,130,0
NODE,0.758893,999,59803.420000,8774237942,10845,176,0
NODE,0.758893,999,59809.240000,8672863023,10896,122,0
NODE,0.758893,999,59922.150000,8602111267,10890,54,0
NODE,0.758893,999,59925.620000,8998901765,10884,52,0
NODE,0.758893,999,59966.190000,8948127441,10789,179,0
NODE,0.758893,999,59992.660000,8660515736,10834,191,0
NODE,0.758893,999,60107.790000,8495351375,10757,149,0
NODE,0.758893,999,60271.330000,9590423534,10795,182,0
NODE,0.758893,999,60320.710000,8855036215,10781,143,0
NODE,0.758893,999,60342.470000,9092047220,10741,13,0
NODE,0.758893,999,60336.580000,9082856402,10783,116,0
NODE,0.758893,999,60408.380000,9132032531,10902,58,0
NODE,0.758893,999,60458.140000,9092276906,10837,181,0
NODE,0.758893,999,60503.050000,9535748565,10799,121,0
NODE,0.758893,999,60552.690000,8699722028,10942,211,0
NODE,0.758893,999,60596.340000,9441351286,10767,193,0
NODE,0.758893,999,60619.360000,8450972245,10730,1,0
NODE,0.758893,999,60638.990000,9389645348,10911,65,0
NODE,0.758893,999,60655.510000,8851482031,10788,99,0
NODE,0.758893,999,60676.270000,8979215621,10839,136,0
NODE,0.758893,999,60739.610000,9735740738,10910,56,0
NODE,0.758893,999,60837.060000,8849914277,10914,68,0
NODE,0.758893,999,60839.080000,9137850049,10949,78,0
NODE,0.758893,999,60857.030000,8897332206,10822,86,0
NODE,0.758893,999,60920.210000,9045962580,10827,89,0
NODE,0.758893,999,60972.750000,9348703297,10744,17,0
NODE,0.758893,999,60970.700000,8468908805,10940,203,0
NODE,0.758893,999,60994.220000,9294028661,10779,171,0
NODE,0.758893,999,61035.820000,9373844806,10808,124,0
NODE,0.758893,999,61121.240000,9230848722,10796,148,0
NODE,0.758893,999,61319.560000,9411632546,10814,164,0
NODE,0.758893,999,61329.210000,10283058789,10861,183,0
NODE,0.758893,999,61431.850000,9401244140,10937,215,0
NODE,0.758893,999,61431.450000,9365039936,10825,128,0
NODE,0.758893,999,61495.360000,10072112165,10829,187,0
NODE,0.758893,999,61538.770000,9096425301,10732,4,0
NODE,0.758893,999,61579.140000,9441276458,10752,14,0
NODE,0.758893,999,61584.110000,9734891681,10833,91,0
NODE,0.758893,999,61591.700000,9555800569,10916,72,0
NODE,0.758893,999,61708.910000,10388329093,10794,101,0
NODE,0.758893,999,61753.640000,8773343191,10850,103,0
NODE,0.758893,999,61791.610000,9489664916,10927,198,0
NODE,0.758893,999,61826.600000,9377083706,10928,200,0
NODE,0.758893,999,61839.630000,8946982462,10938,207,0
NODE,0.758893,999,61887.920000,9690932902,10866,44,0
NODE,0.758893,999,61901.830000,9938439298,10803,159,0
NODE,0.758893,999,62080.170000,9316025457,10944,209,0
NODE,0.758893,999,62099.150000,9512946526,10804,105,0
NODE,0.758893,999,62112.260000,9671129645,10780,97,0
NODE,0.758893,999,62178.320000,8653477756,10853,40,0
NODE,0.758893,999,62279.070000,9526488112,10812,189,0
NODE,0.758893,999,62293.950000,9138396679,10818,127,0
NODE,0.758893,999,62354.260000,9523749618,10770,140,0
NODE,0.758893,999,62366.850000,9082787318,10934,81,0
NODE,0.758893,999,62380.640000,8565573651,10735,7,0
NODE,0.758893,999,62398.780000,8865643776,10854,107,0
NODE,0.758893,999,62445.350000,9032861935,10851,186,0
NODE,0.758893,999,62569.000000,8865171356,10951,221,0
NODE,0.758893,999,62603.510000,9062753945,10764,150,0
NODE,0.758893,999,62651.190000,9159042733,10793,118,0
NODE,0.758893,999,62780.090000,9092753724,10898,57,0
NODE,0.758893,999,62782.330000,9123020892,10948,98,0
NODE,0.758893,999,62867.890000,9615250896,10777,142,0
NODE,0.758893,999,62891.660000,9572153476,10859,42,0
NODE,0.758893,999,62908.640000,9899982694,10817,167,0
NODE,0.758893,999,62959.790000,9032330320,10935,64,0
NODE,0.758893,999,63157.730000,8839023171,10761,153,0
NODE,0.758893,999,63164.340000,9223521793,10820,168,0
